"","species","lat","lon","fullCountry"
"1","Dendrohyrax arboreus",-1.357095,36.718655,"Kenya"
"2","Dendrohyrax arboreus",-1.356291,36.719737,"Kenya"
"3","Dendrohyrax arboreus",0.003221,36.945708,"Kenya"
"4","Dendrohyrax arboreus",-1.426575,35.071036,"Kenya"
"5","Dendrohyrax arboreus",-5.074732,38.702922,"Tanzania, United Republic of"
"6","Dendrohyrax arboreus",-1.336434,36.777592,"Kenya"
"7","Dendrohyrax arboreus",-0.154624,37.012037,"Kenya"
"8","Dendrohyrax arboreus",-1.359068,36.718629,"Kenya"
"9","Dendrohyrax arboreus",-0.111629,36.973005,"Kenya"
"10","Dendrohyrax arboreus",-0.142082,36.926074,"Kenya"
"11","Dendrohyrax arboreus",-1.354282,29.619333,"Uganda"
"12","Dendrohyrax arboreus",-0.155074,37.011593,"Kenya"
"13","Dendrohyrax arboreus",-0.155074,37.011593,"Kenya"
"14","Dendrohyrax arboreus",-1.327323,36.755161,"Kenya"
"15","Dendrohyrax arboreus",-1.327323,36.755161,"Kenya"
"16","Dendrohyrax arboreus",-1.352227,36.712135,"Kenya"
"17","Dendrohyrax arboreus",-18.040446,35.201961,"Mozambique"
"18","Dendrohyrax arboreus",-5.101566,38.628765,"Tanzania, United Republic of"
"19","Dendrohyrax arboreus",-5.101566,38.628765,"Tanzania, United Republic of"
"20","Dendrohyrax arboreus",-3.193736,37.513077,"Tanzania, United Republic of"
"21","Dendrohyrax arboreus",-3.179081,37.512047,"Tanzania, United Republic of"
"22","Dendrohyrax arboreus",-3.193736,37.513077,"Tanzania, United Republic of"
"23","Dendrohyrax arboreus",3.140088,37.304848,"Kenya"
"24","Dendrohyrax arboreus",-3.190051,37.438961,"Tanzania, United Republic of"
"25","Dendrohyrax arboreus",-3.184737,37.357635,"Tanzania, United Republic of"
"26","Dendrohyrax arboreus",3.140088,37.304848,"Kenya"
"27","Dendrohyrax arboreus",3.140088,37.304848,"Kenya"
"28","Dendrohyrax arboreus",3.153714,37.289143,"Kenya"
"29","Dendrohyrax arboreus",3.153714,37.289143,"Kenya"
"30","Dendrohyrax arboreus",-3.176682,37.361755,"Tanzania, United Republic of"
"31","Dendrohyrax arboreus",-3.193693,37.440163,"Tanzania, United Republic of"
"32","Dendrohyrax arboreus",3.160913,37.361927,"Kenya"
"33","Dendrohyrax arboreus",-3.166998,37.362141,"Tanzania, United Republic of"
"34","Dendrohyrax arboreus",3.163741,37.367249,"Kenya"
"35","Dendrohyrax arboreus",-0.350187,36.083221,"Kenya"
"36","Dendrohyrax arboreus",-3.188765,37.441666,"Tanzania, United Republic of"
"37","Dendrohyrax arboreus",-3.190736,37.437546,"Tanzania, United Republic of"
"38","Dendrohyrax arboreus",-3.178738,37.513504,"Tanzania, United Republic of"
"39","Dendrohyrax arboreus",-3.178738,37.513504,"Tanzania, United Republic of"
"40","Dendrohyrax arboreus",3.139745,37.305367,"Kenya"
"41","Dendrohyrax arboreus",3.134346,37.246056,"Kenya"
"42","Dendrohyrax arboreus",3.139745,37.305367,"Kenya"
"43","Dendrohyrax arboreus",3.103749,37.260475,"Kenya"
"44","Dendrohyrax arboreus",-3.170683,37.357807,"Tanzania, United Republic of"
"45","Dendrohyrax arboreus",-3.18388,37.358665,"Tanzania, United Republic of"
"46","Dendrohyrax arboreus",3.161427,37.362015,"Kenya"
"47","Dendrohyrax arboreus",-3.166055,37.363472,"Tanzania, United Republic of"
"48","Dendrohyrax arboreus",-18.040544,35.199133,"Mozambique"
"49","Dendrohyrax arboreus",3.135374,37.245712,"Kenya"
"50","Dendrohyrax arboreus",3.135374,37.245712,"Kenya"
"51","Dendrohyrax arboreus",-2.416213,34.685651,"Tanzania, United Republic of"
"52","Dendrohyrax arboreus",-9.11739,33.70599,"Tanzania, United Republic of"
"53","Dendrohyrax arboreus",-23.835602,28.256836,"Zimbabwe"
"54","Dendrohyrax arboreus",-23.835602,28.256836,"Zimbabwe"
"55","Dendrohyrax arboreus",-23.835602,28.256836,"Zimbabwe"
"56","Dendrohyrax arboreus",-0.103029,37.035703,"Kenya"
"57","Dendrohyrax arboreus",-0.15604,37.018948,"Kenya"
"58","Dendrohyrax arboreus",-0.15604,37.018948,"Kenya"
"59","Dendrohyrax arboreus",-1.002778,31.531389,"Tanzania, United Republic of"
"60","Dendrohyrax arboreus",-5.54167,37.56667,"Tanzania, United Republic of"
"61","Dendrohyrax arboreus",-5.54167,37.56667,"Tanzania, United Republic of"
"62","Dendrohyrax arboreus",NA,NA,"Tanzania, United Republic of"
"63","Dendrohyrax arboreus",NA,NA,"Tanzania, United Republic of"
"64","Dendrohyrax arboreus",-9.135235,33.667435,"Tanzania, United Republic of"
"65","Dendrohyrax arboreus",-9.135235,33.667435,"Tanzania, United Republic of"
"66","Dendrohyrax arboreus",-9.135235,33.667435,"Tanzania, United Republic of"
"67","Dendrohyrax arboreus",-9.135235,33.667435,"Tanzania, United Republic of"
"68","Dendrohyrax arboreus",-9.135235,33.667435,"Tanzania, United Republic of"
"69","Dendrohyrax arboreus",-9.135235,33.667435,"Tanzania, United Republic of"
"70","Dendrohyrax arboreus",-9.135235,33.667435,"Tanzania, United Republic of"
"71","Dendrohyrax arboreus",-9.135235,33.667435,"Tanzania, United Republic of"
"72","Dendrohyrax arboreus",-9.135235,33.667435,"Tanzania, United Republic of"
"73","Dendrohyrax arboreus",-9.135235,33.667435,"Tanzania, United Republic of"
"74","Dendrohyrax arboreus",NA,NA,"Tanzania, United Republic of"
"75","Dendrohyrax arboreus",NA,NA,"Tanzania, United Republic of"
"76","Dendrohyrax arboreus",NA,NA,"Tanzania, United Republic of"
"77","Dendrohyrax arboreus",NA,NA,"Tanzania, United Republic of"
"78","Dendrohyrax arboreus",NA,NA,"Tanzania, United Republic of"
"79","Dendrohyrax arboreus",-8.51944,35.904171,"Tanzania, United Republic of"
"80","Dendrohyrax arboreus",-8.34722,35.938889,"Tanzania, United Republic of"
"81","Dendrohyrax arboreus",-8.51944,35.904171,"Tanzania, United Republic of"
"82","Dendrohyrax arboreus",-0.3555,30.2193,"Uganda"
"83","Dendrohyrax arboreus",NA,NA,"United States"
"84","Dendrohyrax arboreus",-0.3915,30.0394,"Uganda"
"85","Dendrohyrax arboreus",-0.4364,29.8909,"Uganda"
"86","Dendrohyrax arboreus",1.8956,31.7208,"Uganda"
"87","Dendrohyrax arboreus",0.3833,29.9333,"Uganda"
"88","Dendrohyrax arboreus",0.3735,29.9629,"Uganda"
"89","Dendrohyrax arboreus",0.3833,29.883301,"Uganda"
"90","Dendrohyrax arboreus",0.4094,29.9359,"Uganda"
"91","Dendrohyrax arboreus",0.3833,29.883301,"Uganda"
"92","Dendrohyrax arboreus",-0.3523,30.1226,"Uganda"
"93","Dendrohyrax arboreus",0.5624,29.9899,"Uganda"
"94","Dendrohyrax arboreus",-0.4634,30.0484,"Uganda"
"95","Dendrohyrax arboreus",NA,NA,"Rwanda"
"96","Dendrohyrax arboreus",NA,NA,"Rwanda"
"97","Dendrohyrax arboreus",NA,NA,"United States"
"98","Dendrohyrax arboreus",-0.15,37,"Kenya"
"99","Dendrohyrax arboreus",0.3825,29.9719,"Uganda"
"100","Dendrohyrax arboreus",0.3666,30,"Uganda"
"101","Dendrohyrax arboreus",0.3833,29.883301,"Uganda"
"102","Dendrohyrax arboreus",NA,NA,NA
"103","Dendrohyrax arboreus",NA,NA,"Kenya"
"104","Dendrohyrax arboreus",-1.083333,31.583333,"Tanzania, United Republic of"
"105","Dendrohyrax arboreus",-1.083333,31.583333,"Tanzania, United Republic of"
"106","Dendrohyrax arboreus",-1.083333,31.583333,"Tanzania, United Republic of"
"107","Dendrohyrax arboreus",-3.55,35.27,"Tanzania, United Republic of"
"108","Dendrohyrax arboreus",NA,NA,"United States"
"109","Dendrohyrax arboreus",-2.436111,34.821111,"Tanzania, United Republic of"
"110","Dendrohyrax arboreus",NA,NA,"Kenya"
"111","Dendrohyrax arboreus",NA,NA,"Kenya"
"112","Dendrohyrax arboreus",NA,NA,"Kenya"
"113","Dendrohyrax arboreus",NA,NA,"Kenya"
"114","Dendrohyrax arboreus",NA,NA,"Kenya"
"115","Dendrohyrax arboreus",NA,NA,"Kenya"
"116","Dendrohyrax arboreus",NA,NA,"Kenya"
"117","Dendrohyrax arboreus",NA,NA,"Kenya"
"118","Dendrohyrax arboreus",NA,NA,"Kenya"
"119","Dendrohyrax arboreus",NA,NA,"Kenya"
"120","Dendrohyrax arboreus",NA,NA,"Kenya"
"121","Dendrohyrax arboreus",NA,NA,"Kenya"
"122","Dendrohyrax arboreus",NA,NA,"Kenya"
"123","Dendrohyrax arboreus",NA,NA,"Kenya"
"124","Dendrohyrax arboreus",NA,NA,"Ghana"
"125","Dendrohyrax arboreus",7.33333,-3.06693,"Ghana"
"126","Dendrohyrax arboreus",NA,NA,"Kenya"
"127","Dendrohyrax arboreus",NA,NA,"Kenya"
"128","Dendrohyrax arboreus",NA,NA,"Kenya"
"129","Dendrohyrax arboreus",NA,NA,"Kenya"
"130","Dendrohyrax arboreus",NA,NA,"Kenya"
"131","Dendrohyrax arboreus",NA,NA,"Kenya"
"132","Dendrohyrax arboreus",NA,NA,"Kenya"
"133","Dendrohyrax arboreus",NA,NA,"Kenya"
"134","Dendrohyrax arboreus",NA,NA,"Kenya"
"135","Dendrohyrax arboreus",NA,NA,NA
"136","Dendrohyrax arboreus",-1,29.66667,"Uganda"
"137","Dendrohyrax arboreus",NA,NA,"Kenya"
"138","Dendrohyrax arboreus",0.41667,30,"Uganda"
"139","Dendrohyrax arboreus",NA,NA,NA
"140","Dendrohyrax arboreus",NA,NA,NA
"141","Dendrohyrax arboreus",-3.06242527628755,37.3508425336231,"Tanzania, United Republic of"
"142","Dendrohyrax arboreus",NA,NA,"Uganda"
"143","Dendrohyrax arboreus",NA,NA,"Tanzania, United Republic of"
"144","Dendrohyrax arboreus",NA,NA,"Tanzania, United Republic of"
"145","Dendrohyrax arboreus",-0.2333,36.8167,"Kenya"
"146","Dendrohyrax arboreus",-0.1167,36.7,"Kenya"
"147","Dendrohyrax arboreus",NA,NA,"Kenya"
"148","Dendrohyrax arboreus",NA,NA,"Kenya"
"149","Dendrohyrax arboreus",-4.7,38.2,"Tanzania, United Republic of"
"150","Dendrohyrax arboreus",NA,NA,"Tanzania, United Republic of"
"151","Dendrohyrax arboreus",NA,NA,"Congo, Republic of the"
"152","Dendrohyrax arboreus",-2.25,36.833333,"Kenya"
"153","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"154","Dendrohyrax arboreus",NA,NA,"Kenya"
"155","Dendrohyrax arboreus",NA,NA,"Kenya"
"156","Dendrohyrax arboreus",NA,NA,"Kenya"
"157","Dendrohyrax arboreus",NA,NA,"Kenya"
"158","Dendrohyrax arboreus",NA,NA,"Kenya"
"159","Dendrohyrax arboreus",NA,NA,"Kenya"
"160","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"161","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"162","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"163","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"164","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"165","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"166","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"167","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"168","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"169","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"170","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"171","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"172","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"173","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"174","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"175","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"176","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"177","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"178","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"179","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"180","Dendrohyrax arboreus",0.666667,29.733333,"Congo, Democratic Republic of the"
"181","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"182","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"183","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"184","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"185","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"186","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"187","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"188","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"189","Dendrohyrax arboreus",0.666667,29.733333,"Congo, Democratic Republic of the"
"190","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"191","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"192","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"193","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"194","Dendrohyrax arboreus",-0.366667,29.683333,"Rwanda"
"195","Dendrohyrax arboreus",-0.366667,29.683333,"Rwanda"
"196","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"197","Dendrohyrax arboreus",-0.366667,29.683333,"Rwanda"
"198","Dendrohyrax arboreus",-0.366667,29.683333,"Rwanda"
"199","Dendrohyrax arboreus",-0.366667,29.683333,"Rwanda"
"200","Dendrohyrax arboreus",-0.366667,29.683333,"Rwanda"
"201","Dendrohyrax arboreus",-0.366667,29.683333,"Rwanda"
"202","Dendrohyrax arboreus",-0.366667,29.683333,"Rwanda"
"203","Dendrohyrax arboreus",-0.366667,29.683333,"Rwanda"
"204","Dendrohyrax arboreus",-0.366667,29.683333,"Rwanda"
"205","Dendrohyrax arboreus",-0.366667,29.683333,"Rwanda"
"206","Dendrohyrax arboreus",-0.366667,29.683333,"Rwanda"
"207","Dendrohyrax arboreus",-0.366667,29.683333,"Rwanda"
"208","Dendrohyrax arboreus",-0.366667,29.683333,"Rwanda"
"209","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"210","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"211","Dendrohyrax arboreus",NA,NA,"Kenya"
"212","Dendrohyrax arboreus",-0.366667,29.683333,"Rwanda"
"213","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"214","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"215","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"216","Dendrohyrax arboreus",-0.366667,29.683333,"Rwanda"
"217","Dendrohyrax arboreus",-0.366667,29.683333,"Rwanda"
"218","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"219","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"220","Dendrohyrax arboreus",-0.366667,29.683333,"Rwanda"
"221","Dendrohyrax arboreus",-0.366667,29.683333,"Rwanda"
"222","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"223","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"224","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"225","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"226","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"227","Dendrohyrax arboreus",-0.366667,29.683333,"Rwanda"
"228","Dendrohyrax arboreus",NA,NA,NA
"229","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"230","Dendrohyrax arboreus",NA,NA,NA
"231","Dendrohyrax arboreus",-0.316667,29.75,"Rwanda"
"232","Dendrohyrax arboreus",-0.316667,29.75,"Rwanda"
"233","Dendrohyrax arboreus",-0.316667,29.75,"Rwanda"
"234","Dendrohyrax arboreus",0.333333,29.833333,"Congo, Democratic Republic of the"
"235","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"236","Dendrohyrax arboreus",0.666667,29.733333,"Congo, Democratic Republic of the"
"237","Dendrohyrax arboreus",0.583333,29.916667,"Congo, Democratic Republic of the"
"238","Dendrohyrax arboreus",0.583333,29.916667,"Congo, Democratic Republic of the"
"239","Dendrohyrax arboreus",0.666667,29.733333,"Congo, Democratic Republic of the"
"240","Dendrohyrax arboreus",NA,NA,"Kenya"
"241","Dendrohyrax arboreus",NA,NA,NA
"242","Dendrohyrax arboreus",0.666667,29.733333,"Congo, Democratic Republic of the"
"243","Dendrohyrax arboreus",0.333333,29.833333,"Congo, Democratic Republic of the"
"244","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"245","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"246","Dendrohyrax arboreus",0.333333,29.833333,"Congo, Democratic Republic of the"
"247","Dendrohyrax arboreus",0.333333,29.833333,"Congo, Democratic Republic of the"
"248","Dendrohyrax arboreus",0.333333,29.833333,"Congo, Democratic Republic of the"
"249","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"250","Dendrohyrax arboreus",0.333333,29.833333,"Congo, Democratic Republic of the"
"251","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"252","Dendrohyrax arboreus",0.333333,29.833333,"Congo, Democratic Republic of the"
"253","Dendrohyrax arboreus",NA,NA,NA
"254","Dendrohyrax arboreus",0.666667,29.733333,"Congo, Democratic Republic of the"
"255","Dendrohyrax arboreus",0.366667,29.85,"Congo, Democratic Republic of the"
"256","Dendrohyrax arboreus",0.666667,29.733333,"Congo, Democratic Republic of the"
"257","Dendrohyrax arboreus",0.366667,29.85,"Congo, Democratic Republic of the"
"258","Dendrohyrax arboreus",-1.683333,29.233333,"Congo, Democratic Republic of the"
"259","Dendrohyrax arboreus",-8.416667,29.533333,"Zambia"
"260","Dendrohyrax arboreus",NA,NA,"Kenya"
"261","Dendrohyrax arboreus",NA,NA,"unknown or invalid"
"262","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"263","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"264","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"265","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"266","Dendrohyrax arboreus",NA,NA,"Kenya"
"267","Dendrohyrax arboreus",-1.166667,30.25,"Rwanda"
"268","Dendrohyrax arboreus",NA,NA,"Tanzania, United Republic of"
"269","Dendrohyrax arboreus",-1.4,29.366667,"Congo, Democratic Republic of the"
"270","Dendrohyrax arboreus",-1.4,29.366667,"Congo, Democratic Republic of the"
"271","Dendrohyrax arboreus",-1.4,29.366667,"Congo, Democratic Republic of the"
"272","Dendrohyrax arboreus",-1.4,29.366667,"Congo, Democratic Republic of the"
"273","Dendrohyrax arboreus",-1.4,29.366667,"Congo, Democratic Republic of the"
"274","Dendrohyrax arboreus",-1.4,29.366667,"Congo, Democratic Republic of the"
"275","Dendrohyrax arboreus",-1.4,29.366667,"Congo, Democratic Republic of the"
"276","Dendrohyrax arboreus",-1.4,29.366667,"Congo, Democratic Republic of the"
"277","Dendrohyrax arboreus",-1.4,29.366667,"Congo, Democratic Republic of the"
"278","Dendrohyrax arboreus",-1.4,29.366667,"Congo, Democratic Republic of the"
"279","Dendrohyrax arboreus",-1.4,29.366667,"Congo, Democratic Republic of the"
"280","Dendrohyrax arboreus",-1.4,29.366667,"Congo, Democratic Republic of the"
"281","Dendrohyrax arboreus",-1.4,29.366667,"Congo, Democratic Republic of the"
"282","Dendrohyrax arboreus",-1.4,29.366667,"Congo, Democratic Republic of the"
"283","Dendrohyrax arboreus",-1.4,29.366667,"Congo, Democratic Republic of the"
"284","Dendrohyrax arboreus",-1.4,29.366667,"Congo, Democratic Republic of the"
"285","Dendrohyrax arboreus",-1.4,29.366667,"Congo, Democratic Republic of the"
"286","Dendrohyrax arboreus",-1.4,29.366667,"Congo, Democratic Republic of the"
"287","Dendrohyrax arboreus",-1.4,29.366667,"Congo, Democratic Republic of the"
"288","Dendrohyrax arboreus",-1.4,29.366667,"Congo, Democratic Republic of the"
"289","Dendrohyrax arboreus",-1.4,29.366667,"Congo, Democratic Republic of the"
"290","Dendrohyrax arboreus",-1.4,29.366667,"Congo, Democratic Republic of the"
"291","Dendrohyrax arboreus",-1.4,29.366667,"Congo, Democratic Republic of the"
"292","Dendrohyrax arboreus",-1.4,29.366667,"Congo, Democratic Republic of the"
"293","Dendrohyrax arboreus",-1.4,29.366667,"Congo, Democratic Republic of the"
"294","Dendrohyrax arboreus",-1.4,29.366667,"Congo, Democratic Republic of the"
"295","Dendrohyrax arboreus",-1.4,29.366667,"Congo, Democratic Republic of the"
"296","Dendrohyrax arboreus",-1.4,29.366667,"Congo, Democratic Republic of the"
"297","Dendrohyrax arboreus",-1.4,29.366667,"Congo, Democratic Republic of the"
"298","Dendrohyrax arboreus",-1.4,29.366667,"Congo, Democratic Republic of the"
"299","Dendrohyrax arboreus",-1.4,29.366667,"Congo, Democratic Republic of the"
"300","Dendrohyrax arboreus",-1.4,29.366667,"Congo, Democratic Republic of the"
"301","Dendrohyrax arboreus",-1.4,29.366667,"Congo, Democratic Republic of the"
"302","Dendrohyrax arboreus",-1.4,29.366667,"Congo, Democratic Republic of the"
"303","Dendrohyrax arboreus",-1.4,29.366667,"Congo, Democratic Republic of the"
"304","Dendrohyrax arboreus",-1.4,29.366667,"Congo, Democratic Republic of the"
"305","Dendrohyrax arboreus",-1.4,29.366667,"Congo, Democratic Republic of the"
"306","Dendrohyrax arboreus",-1.4,29.366667,"Congo, Democratic Republic of the"
"307","Dendrohyrax arboreus",-1.4,29.366667,"Congo, Democratic Republic of the"
"308","Dendrohyrax arboreus",-1.4,29.366667,"Congo, Democratic Republic of the"
"309","Dendrohyrax arboreus",-1.4,29.366667,"Congo, Democratic Republic of the"
"310","Dendrohyrax arboreus",-1.4,29.366667,"Congo, Democratic Republic of the"
"311","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"312","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"313","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"314","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"315","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"316","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"317","Dendrohyrax arboreus",-1.3,29.55,"Congo, Democratic Republic of the"
"318","Dendrohyrax arboreus",-1.3,29.55,"Congo, Democratic Republic of the"
"319","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"320","Dendrohyrax arboreus",-3.063564,37.175827,"Tanzania, United Republic of"
"321","Dendrohyrax arboreus",-3.063564,37.175827,"Tanzania, United Republic of"
"322","Dendrohyrax arboreus",-3.063564,37.175827,"Tanzania, United Republic of"
"323","Dendrohyrax arboreus",NA,NA,"Tanzania, United Republic of"
"324","Dendrohyrax arboreus",NA,NA,"Kenya"
"325","Dendrohyrax arboreus",NA,NA,"Kenya"
"326","Dendrohyrax arboreus",NA,NA,"Kenya"
"327","Dendrohyrax arboreus",NA,NA,"Kenya"
"328","Dendrohyrax arboreus",NA,NA,"Kenya"
"329","Dendrohyrax arboreus",NA,NA,"Kenya"
"330","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"331","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"332","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"333","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"334","Dendrohyrax arboreus",NA,NA,"Rwanda"
"335","Dendrohyrax arboreus",NA,NA,"Rwanda"
"336","Dendrohyrax arboreus",-1.616667,29.133333,"Congo, Democratic Republic of the"
"337","Dendrohyrax arboreus",-1.616667,29.133333,"Congo, Democratic Republic of the"
"338","Dendrohyrax arboreus",NA,NA,"Kenya"
"339","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"340","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"341","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"342","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"343","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"344","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"345","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"346","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"347","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"348","Dendrohyrax arboreus",1.366667,29.7,"Congo, Democratic Republic of the"
"349","Dendrohyrax arboreus",1.366667,29.7,"Congo, Democratic Republic of the"
"350","Dendrohyrax arboreus",NA,NA,"South Africa"
"351","Dendrohyrax arboreus",NA,NA,NA
"352","Dendrohyrax arboreus",-11.48333,27.9,"Zambia"
"353","Dendrohyrax arboreus",NA,NA,"Kenya"
"354","Dendrohyrax arboreus",NA,NA,"Kenya"
"355","Dendrohyrax arboreus",-0.41667,36.633331,"Kenya"
"356","Dendrohyrax arboreus",NA,NA,"Kenya"
"357","Dendrohyrax arboreus",NA,NA,"Tanzania, United Republic of"
"358","Dendrohyrax arboreus",NA,NA,"Tanzania, United Republic of"
"359","Dendrohyrax arboreus",NA,NA,"Uganda"
"360","Dendrohyrax arboreus",NA,NA,"Uganda"
"361","Dendrohyrax arboreus",NA,NA,"Uganda"
"362","Dendrohyrax arboreus",NA,NA,"Uganda"
"363","Dendrohyrax arboreus",NA,NA,"Uganda"
"364","Dendrohyrax arboreus",NA,NA,"Uganda"
"365","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"366","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"367","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"368","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"369","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"370","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"371","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"372","Dendrohyrax arboreus",NA,NA,"Tanzania, United Republic of"
"373","Dendrohyrax arboreus",-1.28333,29.683331,"Uganda"
"374","Dendrohyrax arboreus",NA,NA,"Kenya"
"375","Dendrohyrax arboreus",NA,NA,"Kenya"
"376","Dendrohyrax arboreus",-4.66667,38.25,"Tanzania, United Republic of"
"377","Dendrohyrax arboreus",-4.66667,38.25,"Tanzania, United Republic of"
"378","Dendrohyrax arboreus",NA,NA,"Tanzania, United Republic of"
"379","Dendrohyrax arboreus",NA,NA,"Congo, Democratic Republic of the"
"380","Dendrohyrax arboreus",NA,NA,"Tanzania, United Republic of"
"381","Dendrohyrax arboreus",NA,NA,"Tanzania, United Republic of"
"382","Dendrohyrax arboreus",NA,NA,"Tanzania, United Republic of"
"383","Dendrohyrax arboreus",-4.66667,38.25,"Tanzania, United Republic of"
"384","Dendrohyrax arboreus",NA,NA,"Tanzania, United Republic of"
"385","Dendrohyrax arboreus",NA,NA,"Tanzania, United Republic of"
"386","Dendrohyrax arboreus",NA,NA,"Tanzania, United Republic of"
